MG_175332_bin_1	MQ	63.16	0.00	0.00
MG_177947_bin_2	HQ	95.38	0.12	100.00
MG_177947_bin_3	MQ	70.42	1.61	100.00
MG_175260_bin_12	MQ	80.08	0.00	0.00
MG_175260_bin_10	MQ	71.89	1.57	66.67
MG_177947_bin_8	MQ	62.65	3.74	80.00
MG_175260_bin_17	MQ	83.03	0.61	0.00
MG_175260_bin_15	MQ	72.53	0.55	28.57
h5_bin_2	MQ	84.37	1.98	62.50
h5_bin_3	MQ	75.22	1.52	50.00
I2_bin_2	MQ	83.20	0.27	0.00
I2_bin_1	MQ	74.78	0.00	0.00
I5_bin_1	HQ	98.43	0.38	50.00
MG_224458_bin_6	MQ	72.74	2.23	10.00
MG_224458_bin_7	MQ	81.42	0.34	0.00
MG_224458_bin_3	MQ	71.41	0.48	50.00
SRS078686_bin_4	HQ	98.88	0.00	0.00
02361821_bin_2	MQ	87.50	0.68	100.00
02361821_bin_3	MQ	87.37	2.15	0.00
02361821_bin_4	HQ	97.58	1.61	0.00
02361821_bin_5	MQ	82.42	3.12	0.00
02361821_bin_6	MQ	57.24	1.77	0.00
AF12_bin_1	HQ	99.28	0.44	0.00
AF12_bin_2	MQ	89.77	0.60	100.00
SRR6747958_bin_2	MQ	55.17	0.00	0.00
MG_198301_bin_19	MQ	84.86	2.17	37.50
MG_185275_bin_19	HQ	98.20	0.30	0.00
MG_185275_bin_18	HQ	95.00	0.00	0.00
MG_198301_bin_16	MQ	74.70	0.92	50.00
MG_185275_bin_15	MQ	87.41	1.09	0.00
MG_185275_bin_14	MQ	61.14	0.97	0.00
MG_185275_bin_17	HQ	91.06	2.61	92.86
MG_185275_bin_13	MQ	59.83	0.81	0.00
MG_198301_bin_14	MQ	57.76	0.00	0.00
MG_4008501299_bin_44	MQ	51.72	0.00	0.00
MG_4008501299_bin_45	HQ	94.25	0.50	0.00
A4-2_bin_9	MQ	64.32	1.39	0.00
MG_4005701249_bin_33	MQ	54.31	0.00	0.00
MG_4005701249_bin_32	HQ	99.45	0.75	0.00
MG_222636_bin_5	MQ	77.35	1.02	100.00
MG_222636_bin_6	MQ	60.30	0.00	0.00
MG_185475_bin_22	HQ	95.77	0.00	0.00
MG_222636_bin_1	MQ	67.54	3.55	20.00
MG_222636_bin_2	MQ	50.03	0.68	100.00
MG_222636_bin_3	MQ	86.38	2.35	38.46
MG_222636_bin_8	MQ	78.72	0.11	100.00
MG_222636_bin_9	MQ	50.85	0.85	100.00
FC12_bin_2	HQ	94.85	0.16	100.00
MG_205819_bin_20	HQ	92.81	0.00	0.00
MG_4008501249_bin_28	MQ	88.18	0.04	0.00
SRR5273947_bin_1	HQ	93.42	1.10	0.00
MG_4008501249_bin_26	HQ	98.99	0.00	0.00
MG_4008501249_bin_25	MQ	55.68	0.00	0.00
MG_4008501249_bin_23	MQ	67.86	3.63	38.89
MG_4008501249_bin_22	HQ	90.32	0.00	0.00
MG_4008501249_bin_21	MQ	70.42	1.44	50.00
MG_4008501249_bin_20	HQ	93.75	0.91	50.00
MG_222476_bin_20	HQ	92.32	1.63	26.67
MG_224458_bin_16	MQ	53.94	1.28	50.00
MG_224458_bin_12	HQ	98.37	0.47	33.33
MG_224458_bin_13	MQ	75.89	0.00	0.00
MG_224458_bin_10	MQ	89.81	3.71	25.00
MG_224458_bin_11	HQ	96.63	2.13	25.00
Y2_bin_1	MQ	79.50	0.00	0.00
MG_205819_bin_28	HQ	97.01	0.05	0.00
BD8_bin_1	HQ	90.05	0.00	0.00
MG_4008501299_bin_43	HQ	95.97	0.40	0.00
SRS104416_bin_1	HQ	93.22	0.44	0.00
SRS048536_bin_5	MQ	79.45	0.00	0.00
BI1_bin_2	MQ	89.36	0.23	0.00
BI1_bin_3	MQ	67.17	1.14	75.00
SRS048536_bin_2	MQ	83.61	0.87	25.00
SRS048536_bin_3	MQ	82.60	0.44	0.00
00510651_bin_12	MQ	71.11	1.37	20.00
00510651_bin_10	HQ	99.53	1.42	0.00
MG_4008501299_bin_15	MQ	81.10	0.00	0.00
SRS052859_bin_8	MQ	50.19	0.00	0.00
MG_4008501299_bin_13	MQ	56.21	0.00	0.00
MG_198301_bin_60	MQ	68.97	0.00	0.00
SRS011111_bin_2	HQ	96.75	0.00	0.00
SRS052859_bin_2	HQ	97.71	0.00	0.00
MG_192622_bin_11	MQ	50.71	1.27	14.29
SRS011111_bin_1	HQ	98.88	0.00	0.00
MG_4008501299_bin_19	MQ	74.17	0.00	0.00
MG_4008501299_bin_18	HQ	96.38	0.00	0.00
SRR6747947_bin_6	MQ	81.25	1.57	16.67
SRS049237_bin_3	MQ	60.34	0.00	0.00
SRR6747947_bin_5	MQ	83.33	3.74	22.22
SRR6747947_bin_2	HQ	96.86	1.74	0.00
SRS049237_bin_7	MQ	51.72	0.00	0.00
AZ11_bin_3	MQ	70.45	0.09	0.00
SRR6747947_bin_8	MQ	81.90	3.25	0.00
SRR6748209_bin_1	HQ	96.59	0.09	0.00
SRR6748178_bin_1	MQ	60.34	0.00	0.00
MG_219210_bin_11	HQ	92.99	1.17	80.00
G8_bin_1	HQ	99.41	0.66	0.00
SRR6747992_bin_1	MQ	58.62	0.00	0.00
MG_205819_bin_4	HQ	95.22	0.00	0.00
MG_199199_bin_4	MQ	78.47	0.61	50.00
MG_205819_bin_3	MQ	51.85	4.23	12.50
MG_192622_bin_1	MQ	82.27	0.00	0.00
MG_186847_bin_4	MQ	54.11	2.49	0.00
MG_186847_bin_7	HQ	100.00	0.00	0.00
MG_186847_bin_6	MQ	75.65	1.02	25.00
MG_186847_bin_1	MQ	50.91	0.00	0.00
H4_bin_1	HQ	96.82	0.00	0.00
MG_192622_bin_8	MQ	85.64	0.86	0.00
BH7_bin_1	MQ	66.80	1.34	25.00
c3_bin_1	HQ	94.52	0.00	0.00
MG_4008301269_bin_4	HQ	96.43	0.09	0.00
MG_4008301269_bin_1	MQ	86.19	3.07	18.75
MG_112917_bin_3	HQ	91.24	1.09	33.33
AP2_bin_1	HQ	95.35	0.74	50.00
MG_199199_bin_59	MQ	59.95	0.71	100.00
MG_1062101149_bin_3	HQ	96.51	0.63	50.00
MG_1062101149_bin_4	MQ	52.63	0.00	0.00
MG_199199_bin_53	HQ	91.39	0.79	0.00
MG_199199_bin_54	MQ	82.70	2.21	0.00
MG_199199_bin_56	MQ	77.98	2.08	42.86
MG_224410_bin_8	MQ	65.37	0.00	0.00
MG_224410_bin_9	MQ	66.33	1.93	20.00
AB4_bin_3	MQ	79.50	0.00	0.00
MG_224410_bin_1	MQ	68.62	0.61	75.00
MG_224410_bin_2	MQ	51.72	0.00	0.00
MG_224410_bin_5	MQ	62.20	2.41	23.08
MG_208972_bin_7	HQ	96.10	0.18	0.00
MG_208972_bin_5	MQ	67.86	0.00	0.00
MG_208972_bin_4	MQ	87.62	1.29	20.00
MG_192686_bin_1	MQ	64.97	4.55	6.67
MG_192686_bin_7	MQ	59.52	0.00	0.00
MG_192686_bin_5	HQ	91.77	3.86	43.48
MG_205763_bin_51	HQ	94.48	0.81	100.00
SRR5273881_bin_2	HQ	95.00	0.00	0.00
SRS019600_bin_1	MQ	56.17	0.09	0.00
SRR5273932_bin_1	MQ	62.07	0.00	0.00
MG_213746_bin_1	HQ	92.33	0.29	100.00
MG_213746_bin_2	MQ	55.16	0.46	0.00
SRS064704_bin_3	HQ	98.83	0.00	0.00
00280291_bin_5	MQ	58.14	2.23	76.92
ERR2244526_bin_1	HQ	94.48	0.44	0.00
SRR6747990_bin_1	HQ	95.78	0.03	0.00
SRS024428_bin_4	MQ	57.42	0.00	0.00
SRS024428_bin_5	MQ	79.07	0.00	0.00
AZ10_bin_1	MQ	61.75	0.00	0.00
MG_175836_bin_13	HQ	91.51	0.77	0.00
MG_211656_bin_1	MQ	58.99	0.00	0.00
MG_175836_bin_10	HQ	97.35	2.22	30.77
MG_211656_bin_5	MQ	66.90	0.06	0.00
MG_175836_bin_15	HQ	95.03	0.74	0.00
MG_175836_bin_14	HQ	92.41	0.20	0.00
MG_211656_bin_8	MQ	87.67	1.15	39.13
MG_211656_bin_9	MQ	58.67	0.42	33.33
BE7_bin_1	MQ	75.79	1.40	60.00
MG_189662_bin_20	HQ	95.81	0.30	0.00
MG_189662_bin_21	MQ	86.17	0.00	0.00
MG_189662_bin_22	MQ	71.93	3.51	100.00
MG_189662_bin_24	MQ	65.81	0.57	100.00
MG_189662_bin_26	MQ	73.23	0.00	0.00
MG_4008501249_bin_19	MQ	61.14	1.43	25.00
MG_4008501249_bin_13	HQ	99.34	0.68	50.00
MG_4008501249_bin_16	MQ	65.65	0.46	50.00
MG_4008501249_bin_14	MQ	59.93	1.40	100.00
MG_4008501249_bin_15	HQ	98.39	0.00	0.00
MG_112917_bin_4	HQ	97.16	0.18	0.00
MG_112917_bin_2	HQ	99.22	0.00	0.00
MG_256903_bin_1	MQ	85.50	0.91	28.57
MG_256903_bin_2	MQ	66.76	1.39	25.00
MG_112917_bin_1	MQ	70.92	1.75	25.00
b10_bin_3	MQ	53.20	1.21	0.00
SRS042858_bin_1	MQ	51.95	0.00	0.00
A6_bin_1	MQ	85.13	4.77	7.14
MG_1062501159_bin_1	HQ	94.25	0.44	0.00
01331092_bin_2	HQ	96.67	0.38	0.00
00280291_bin_4	MQ	69.49	1.62	0.00
00280291_bin_2	MQ	72.42	3.81	4.17
MG_220558_bin_1	HQ	90.32	0.00	0.00
H8_bin_1	HQ	93.21	1.02	20.00
C3_bin_1	HQ	98.51	0.00	0.00
CM_C2-2_bin_1	HQ	99.41	0.44	0.00
b11_bin_1	HQ	96.73	0.00	0.00
BN2_bin_1	MQ	84.67	1.01	12.50
AG5_bin_1	MQ	53.30	0.45	0.00
SRS104195_bin_3	HQ	90.01	0.13	0.00
k11_bin_1	MQ	69.84	0.93	0.00
MG_213391_bin_2	MQ	87.93	0.50	0.00
b8_bin_3	MQ	72.64	0.00	0.00
MG_177847_bin_9	HQ	98.19	0.00	0.00
MG_4008501299_bin_23	MQ	87.94	0.00	0.00
MG_4008501299_bin_27	HQ	97.65	0.79	0.00
MG_4008501299_bin_25	HQ	97.20	0.00	0.00
MG_177847_bin_1	MQ	68.37	0.05	0.00
MG_177847_bin_2	MQ	77.91	0.40	0.00
MG_177847_bin_4	HQ	96.68	1.66	20.00
MG_177847_bin_7	HQ	98.98	0.47	100.00
C7_bin_1	MQ	86.21	0.54	50.00
03362321_bin_2	MQ	67.24	0.00	0.00
SRR6748015_bin_1	HQ	97.91	0.00	0.00
AZ12_bin_1	MQ	67.56	1.81	50.00
AZ12_bin_3	HQ	99.41	0.52	0.00
BJ7_bin_1	MQ	76.08	0.09	0.00
SRS076945_bin_1	HQ	95.20	1.44	0.00
SRS020349_bin_2	MQ	52.60	0.00	0.00
BH15_bin_6	MQ	64.16	1.67	42.86
BH15_bin_1	MQ	75.24	0.48	0.00
MG_198365_bin_8	MQ	84.04	0.71	0.00
MG_198365_bin_1	MQ	56.14	3.33	38.46
MG_198365_bin_2	HQ	100.00	1.08	0.00
MG_198365_bin_6	MQ	65.69	1.52	71.43
SRR6748000_bin_5	MQ	76.11	0.00	0.00
SRR6748000_bin_4	HQ	98.99	0.54	0.00
SRR6748000_bin_3	HQ	93.68	0.38	50.00
MG_4008701329_bin_1	MQ	51.72	0.00	0.00
MG_185275_bin_3	MQ	65.58	4.24	76.47
MG_185275_bin_5	HQ	98.19	0.81	33.33
MG_185275_bin_6	MQ	80.66	1.55	33.33
SRS011269_bin_1	HQ	94.83	0.46	100.00
MG_185275_bin_8	MQ	85.15	0.00	0.00
SRS011269_bin_2	HQ	92.84	2.20	0.00
SRS011269_bin_4	MQ	83.52	0.13	0.00
AZ1_bin_10	MQ	70.45	1.39	0.00
MG_181819_bin_1	HQ	90.54	1.28	75.00
MG_181819_bin_2	MQ	75.33	0.71	60.00
BH12_bin_1	MQ	62.78	1.62	25.00
SRR6747998_bin_1	HQ	96.43	0.00	0.00
Z1_bin_6	MQ	79.31	1.72	0.00
Z1_bin_7	HQ	98.88	0.56	0.00
Z1_bin_1	MQ	51.65	3.26	0.00
MG_199199_bin_22	MQ	85.16	1.41	0.00
Z1_bin_3	MQ	72.74	1.69	42.86
MG_186911_bin_2	MQ	52.63	0.00	0.00
BD7_bin_2	MQ	65.18	0.21	50.00
MG_220502_bin_11	MQ	55.17	0.00	0.00
MG_205763_bin_40	HQ	100.00	0.00	0.00
B8_bin_2	MQ	64.63	2.11	14.29
d10_bin_1	MQ	62.27	3.04	10.00
MG_205763_bin_44	MQ	74.76	0.00	0.00
d10_bin_3	MQ	62.92	4.95	4.00
d10_bin_2	MQ	61.61	4.61	4.17
MG_223399_bin_1	MQ	63.11	1.54	40.00
SRS078686_bin_1	MQ	87.50	0.00	0.00
MG_222973_bin_1	MQ	50.72	1.09	0.00
SRR6748131_bin_1	HQ	93.22	0.44	0.00
MG_4007601239_bin_3	MQ	50.67	0.00	0.00
MG_213626_bin_2	MQ	51.53	0.46	100.00
MG_213626_bin_1	HQ	92.86	0.19	0.00
AF5_bin_2	MQ	79.50	0.00	0.00
MG_213626_bin_4	MQ	69.70	1.23	0.00
c1_bin_3	HQ	94.55	0.00	0.00
c1_bin_2	MQ	60.91	2.63	4.76
c1_bin_5	HQ	99.41	0.44	0.00
c1_bin_4	MQ	64.68	0.20	0.00
MG_4006201229_bin_1	HQ	93.97	1.49	60.00
MG_4008501249_bin_2	HQ	96.46	0.00	0.00
SRS051505_bin_3	MQ	89.01	0.49	50.00
MG_4008501249_bin_4	HQ	100.00	1.42	0.00
MG_4008501249_bin_5	HQ	97.40	0.34	0.00
MG_4008501249_bin_7	HQ	98.86	0.45	100.00
MG_187469_bin_2	MQ	62.02	2.84	28.57
MG_187469_bin_3	MQ	89.79	0.59	60.00
MG_187469_bin_1	MQ	58.20	0.80	28.57
MG_187469_bin_6	MQ	70.70	1.21	0.00
MG_187469_bin_5	MQ	53.18	0.00	0.00
MG_185475_bin_14	MQ	59.44	1.00	0.00
MG_205763_bin_25	HQ	92.32	0.71	0.00
MG_195374_bin_2	HQ	96.13	1.92	7.14
SRR6748212_bin_5	MQ	74.13	0.00	0.00
MG_195374_bin_6	HQ	99.11	0.71	0.00
MG_195374_bin_7	MQ	74.92	2.04	100.00
MG_205763_bin_23	HQ	96.50	0.70	0.00
MG_205763_bin_22	MQ	73.45	0.00	0.00
MG_176795_bin_5	MQ	70.83	0.53	0.00
MG_205763_bin_20	MQ	51.23	0.75	20.00
BM3_bin_1	MQ	77.91	1.51	14.29
MG_175836_bin_26	MQ	75.94	0.00	0.00
MG_175836_bin_27	HQ	98.39	0.00	0.00
MG_175836_bin_25	HQ	100.00	1.40	33.33
MG_175836_bin_22	HQ	94.21	1.37	33.33
MG_175836_bin_23	HQ	99.19	0.00	0.00
MG_175836_bin_20	HQ	100.00	1.61	100.00
MG_175836_bin_21	HQ	96.19	1.85	18.18
j10_bin_8	MQ	65.76	2.15	62.50
MG_175836_bin_28	HQ	97.44	3.15	7.14
a8_bin_1	MQ	62.76	2.63	11.11
MG_189662_bin_39	MQ	68.93	0.00	0.00
d6_bin_1	HQ	96.36	0.00	0.00
MG_189662_bin_33	MQ	72.20	1.26	40.00
MG_189662_bin_32	MQ	53.65	0.00	0.00
MG_189662_bin_31	MQ	64.64	0.53	0.00
MG_189662_bin_30	HQ	90.89	0.00	0.00
MG_189662_bin_35	MQ	74.32	0.23	50.00
MG_189662_bin_34	HQ	98.19	1.28	33.33
n7_bin_7	MQ	61.45	0.15	0.00
MG_4004001379_bin_6	MQ	68.81	4.96	3.12
ERR2244507_bin_1	HQ	92.50	0.97	33.33
MG_4004001379_bin_2	MQ	55.17	0.00	0.00
MG_4004001379_bin_8	HQ	97.95	0.58	100.00
AD1_bin_2	MQ	60.70	0.27	0.00
AD1_bin_1	HQ	97.53	0.08	0.00
BN16_bin_1	MQ	86.78	0.72	40.00
SRS015072_bin_3	MQ	60.28	0.09	0.00
SRS015072_bin_1	HQ	97.50	2.07	50.00
MG_206894_bin_2	HQ	95.49	2.10	20.00
MG_177707_bin_9	HQ	97.31	0.61	0.00
MG_177707_bin_2	MQ	63.53	0.26	50.00
MG_4008501299_bin_9	MQ	86.15	1.40	100.00
AD6_bin_1	HQ	92.61	1.85	28.57
A9-2_bin_2	MQ	87.28	1.48	40.00
SRR6748136_bin_1	HQ	93.13	0.57	0.00
A9-2_bin_1	MQ	59.87	0.97	0.00
MG_4008501299_bin_38	MQ	81.58	0.73	66.67
MG_4008501299_bin_35	MQ	60.46	1.53	9.09
MG_4008501299_bin_34	MQ	83.95	1.74	87.50
MG_4008501299_bin_36	HQ	97.98	0.00	0.00
MG_4008501299_bin_32	HQ	98.86	0.01	100.00
AA8_bin_1	MQ	66.96	1.61	16.67
AA8_bin_2	HQ	97.12	0.00	0.00
MG_223591_bin_4	MQ	71.66	4.65	30.00
MG_223591_bin_7	HQ	92.82	0.89	33.33
SRR6747952_bin_1	HQ	94.48	0.17	0.00
MG_185475_bin_5	MQ	80.73	0.30	0.00
MG_185475_bin_4	HQ	100.00	0.00	0.00
MG_185475_bin_3	MQ	61.79	0.00	0.00
MG_223591_bin_8	MQ	87.60	0.78	0.00
MG_185475_bin_1	MQ	82.01	0.61	50.00
SRR6748183_bin_1	HQ	93.22	0.44	0.00
Y4_bin_2	MQ	59.65	0.00	0.00
SRR6747943_bin_1	HQ	98.50	0.22	0.00
SRS014629_bin_1	MQ	51.85	0.00	0.00
BK8_bin_2	HQ	97.40	1.02	0.00
h10_bin_1	MQ	62.42	0.00	0.00
SRR6748180_bin_1	MQ	53.45	0.00	0.00
f10_bin_4	MQ	83.97	0.30	100.00
f10_bin_3	MQ	74.50	3.89	65.22
MG_189598_bin_8	HQ	98.80	0.00	0.00
MG_189598_bin_4	MQ	86.88	0.71	100.00
MG_189598_bin_6	MQ	74.63	1.36	25.00
MG_189598_bin_1	HQ	93.43	0.00	0.00
MG_189598_bin_3	MQ	65.08	1.04	88.89
AP11_bin_1	MQ	65.46	0.00	0.00
AP11_bin_2	HQ	91.48	1.69	0.00
AP11_bin_3	MQ	75.24	0.24	0.00
SRS098530_bin_3	MQ	55.17	0.00	0.00
MG_189407_bin_10	HQ	96.37	0.12	100.00
MG_4003901219_bin_15	HQ	95.05	0.05	100.00
MG_4003901219_bin_13	MQ	72.41	0.00	0.00
MG_4003901219_bin_11	MQ	55.17	0.00	0.00
MG_199199_bin_39	HQ	97.68	0.00	0.00
MG_199199_bin_38	HQ	94.28	0.34	0.00
MG_199199_bin_37	MQ	69.93	0.70	100.00
MG_199199_bin_35	HQ	96.75	0.00	0.00
MG_199199_bin_33	MQ	76.57	0.00	0.00
MG_199199_bin_32	HQ	98.68	0.00	0.00
MG_199199_bin_31	HQ	97.16	1.54	20.00
MG_205763_bin_34	HQ	98.13	0.36	100.00
MG_205763_bin_35	HQ	94.23	1.40	100.00
MG_205763_bin_36	HQ	94.66	4.36	0.00
MG_205763_bin_37	HQ	95.05	0.00	0.00
MG_205763_bin_30	MQ	64.45	0.00	0.00
MG_205763_bin_31	HQ	99.53	0.95	0.00
FC15_bin_1	MQ	76.21	0.00	0.00
MG_205763_bin_39	MQ	81.47	0.00	0.00
MG_1062101239_bin_3	MQ	60.45	0.00	0.00
MG_1062101239_bin_1	HQ	100.00	0.00	0.00
SRR5273953_bin_2	MQ	87.82	0.09	0.00
c5_bin_3	MQ	52.23	0.00	0.00
c5_bin_2	HQ	98.26	3.91	20.00
c5_bin_1	HQ	96.19	0.09	0.00
SRS017497_bin_7	MQ	55.00	0.00	0.00
MG_205209_bin_4	MQ	77.07	0.00	0.00
MG_205209_bin_6	HQ	99.29	0.12	0.00
MG_205209_bin_1	HQ	98.88	0.16	0.00
MG_205209_bin_3	HQ	98.80	0.00	0.00
MG_205209_bin_2	HQ	92.74	0.81	100.00
