SGB338	SAMN09631735	s__Streptococcus_sp__OH4692_COT-348-t__SGB8154
SGB339	SAMN09631737	s__Streptococcus_mitis-t__SGB29759
SGB340	SAMN09631730	s__Streptococcus_oralis-t__SGB8108
SGB341	SAMN09631731	s__Streptococcus_oralis-t__SGB8110
SGB347	SAMN09631732	s__Streptococcus_mitis-t__SGB8105
SGB348	SAMN09631733	s__Streptococcus_mitis-t__SGB8165
SGB485	GCF_002266405.1_ASM226640v1_genomic	s__Enterobacter_cloacae-t__SGB10134
SGB481	SAMN03197926	s__Staphylococcus_epidermidis-t__SGB7865
SGB484	GCF_005845255.1_ASM584525v1_genomic	s__Roseburia_faecis-t__SGB4925
SGB487	GCF_002096535.1_ASM209653v1_genomic	s__Streptococcus_oralis-t__SGB8133
SGB486	GCA_900173245	s__Klebsiella_pneumoniae-t__SGB10115
SGB489	SAMN03217754	s__Haemophilus_haemolyticus-t__SGB9652
SGB488	GCF_000163095.1_ASM16309v1_genomic	s__Pediococcus_acidilactici-t__SGB7168
SGB491	GCF_000949245.1_SG099Q_genomic	s__Streptococcus_gallolyticus-t__SGB8018
SGB490	GCF_003942405.1_ASM394240v1_genomic	s__Streptococcus_sanguinis-t__SGB8047
SGB493	GCA_000738255.1_Cj21382_genomic	s__Corynebacterium_jeikeium-t__SGB17043
SGB055	GCF_000160535.1_ASM16053v1_genomic	s__Prevotella_bergensis-t__SGB1505
SGB056	GCA_002885465.1_ASM288546v1_genomic	s__Akkermansia_muciniphila-t__SGB9226
SGB053	SAMN02442661	s__Streptococcus_thermophilus-t__SGB8002
SGB054	GCF_001437195.1_ASM143719v1_genomic	s__Lactobacillus_delbrueckii-t__SGB7020
SGB059	SAMN09582630	s__Bacillus_subtilis-t__SGB7791
SGB057	GCF_000758185.1_LTH5448_genomic	s__Lactobacillus_reuteri-t__SGB7095
SGB058	GCF_002096415.1_ASM209641v1_genomic	s__Streptococcus_oralis-t__SGB8126
SGB062	NZ_SEST01000002.1	s__Escherichia_coli-t__SGB10068
SGB240	MG_205819_bin_26	s__GGB1613_SGB2210-t__SGB2210
SGB239	GCA_002885015.1_ASM288501v1_genomic	s__Akkermansia_muciniphila-t__SGB9228
SGB238	GCF_000264705.1_EntClo_1.0_genomic	s__Enterobacter_hormaechei-t__SGB10130
SGB236	C0081A1	s__Actinomyces_turicensis-t__SGB17195
SGB235	SAMN06606133	s__Lactobacillus_acidophilus-t__SGB7044
SGB234	GCF_001074565.1_ASM107456v1_genomic	s__Streptococcus_pseudopneumoniae-t__SGB29791
SGB233	SRR6747947_bin_6	s__Porphyromonas_sp_HMSC065F10-t__SGB1990
SGB403	SRR6747947_bin_5	s__Prevotella_sp__Marseille-P4334-t__SGB1503
SGB404	SAMN03081481	s__Bifidobacterium_breve-t__SGB17247
SGB405	GCF_005890445.1_ASM589044v1_genomic	s__Streptococcus_pneumoniae-t__SGB8138
SGB406	MG_199199_bin_4	new_SGB
SGB407	SAMN02595274	s__Enterococcus_faecium-t__SGB7968
SGB520	C0010C1	s__Finegoldia_magna-t__SGB6683
SGB408	SAMN06177160	s__Staphylococcus_hominis-t__SGB7858
SGB409	SAMN06177164	s__Staphylococcus_haemolyticus-t__SGB7861
SGB402	SAMEA3158499	s__Lactobacillus_rhamnosus-t__SGB7144
SGB244	MG_189662_bin_21	s__GGB3012_SGB4003-t__SGB4003
SGB266	C0051D5	s__Lactobacillus_crispatus-t__SGB7045
SGB242	SAMEA51825418	s__Bifidobacterium_longum-t__SGB17249
SGB248	SAMN02730069	s__Bacteroides_fragilis-t__SGB1853
SGB414	SAMEA2271937	s__Chlamydia_trachomatis-t__SGB5498
SGB415	C0015B2	s__Lactobacillus_gasseri-t__SGB7038
SGB281	SAMN03198039	s__Streptococcus_anginosus-t__SGB8028
SGB413	SAMN07980959	s__Prevotella_intermedia-t__SGB1560
SGB411	GCF_002096215.1_ASM209621v1_genomic	s__Streptococcus_oralis-t__SGB8123
SGB412	SAMN06226869	s__Lactococcus_lactis-t__SGB7985
SGB287	MG_195374_bin_7	s__Porphyromonas_SGB1980-t__SGB1980
SGB286	GCF_003464145.1_ASM346414v1_genomic	s__Parabacteroides_distasonis-t__SGB1934
SGB285	GCF_001579525.1_ASM157952v1_genomic	s__Streptococcus_oralis-t__SGB8136
SGB284	SAMN03140396	s__Streptococcus_salivarius-t__SGB8010
SGB283	SAMN03197882	s__Proteus_mirabilis-t__SGB9992
SGB237	SAMN03854410	s__Peptostreptococcus_anaerobius-t__SGB746
SGB289	SAMN03854412	s__Porphyromonas_sp_oral_taxon_279-t__SGB2043
SGB288	GCF_900077605.1_12045_4_86_genomic	s__Enterobacter_asburiae-t__SGB10141
SGB122	SAMN05425708	s__Bacillus_subtilis-t__SGB7790
SGB123	SAMN00808888	s__Enterococcus_faecalis-t__SGB7962
SGB124	SAMN02436279	s__Ureaplasma_urealyticum-t__SGB5567
SGB125	SAMN02436277	s__Clostridium_perfringens-t__SGB6191
SGB464	C0079E3	s__Gardnerella_vaginalis-t__SGB17305
SGB127	GCF_001598675.1_ASM159867v1_genomic	s__Serratia_rubidaea-t__SGB10249
SGB128	SAMN04324612	s__Megasphaera_sp_DJF_B143-t__SGB5852
SGB095	SAMN05185374	s__Cutibacterium_acnes-t__SGB16955
SGB096	MG_205763_bin_34	s__Prevotella_SGB1519-t__SGB1519
SGB346	MG_205763_bin_37	s__Veillonellaceae_bacterium_DNF00626-t__SGB5831
SGB564	MG_205763_bin_39	s__Arcanobacterium_sp_S3PF19-t__SGB17200
SGB563	SAMEA104338398	s__Citrobacter_koseri-t__SGB10079
SGB280	GCA_000433575.1_MGS21_genomic	s__Bacteroides_caccae-t__SGB1877
SGB560	SAMN05003791	s__Lactobacillus_salivarius-t__SGB7082
SGB400	SRR6748192_bin_2	new_SGB
SGB399	GCF_000958205.1_ASM95820v1_genomic	s__Enterobacter_cloacae-t__SGB10131
SGB396	GCF_000463315.1_B_cell_WH2_1.0_genomic	s__Bacteroides_cellulosilyticus-t__SGB1844
SGB397	SAMN09631739	s__Streptococcus_mitis-t__SGB8128
SGB395	GCF_900457005.1_59449_G02_genomic	s__Serratia_quinivorans-t__SGB10257
SGB392	SAMN05150778	s__Treponema_pallidum-t__SGB3594
SGB376	SAMN02470843	s__Streptococcus_mitis-t__SGB8161
SGB447	SAMN02470846	s__Streptococcus_mitis-t__SGB8186
SGB374	C0002B3	s__Lactobacillus_vaginalis-t__SGB7098
SGB373	SAMN07267280	s__Lactobacillus_pentosus-t__SGB7200
SGB379	MG_198301_bin_1	new_SGB
SGB378	MG_198301_bin_7	new_SGB
SGB377	MG_198301_bin_6	new_SGB
SGB361	GCF_004127215.1_ASM412721v1_genomic	s__Streptococcus_oralis-t__SGB8102
SGB360	GCF_008329455.1_ASM832945v1_genomic	s__Bacteroides_thetaiotaomicron-t__SGB1861
SGB200	GCA_001746265.2_ASM174626v2_genomic	s__Lactobacillus_helveticus-t__SGB7048
SGB201	GCA_003470035.1_ASM347003v1_genomic	s__Roseburia_inulinivorans-t__SGB4940
SGB203	GCA_000434895.1_MGS287_genomic	s__Phascolarctobacterium_succinatutens-t__SGB5769
SGB197	SAMN03197578	s__Mycoplasma_hominis-t__SGB5926
SGB198	C0127B5	s__Lactobacillus_jensenii-t__SGB7034
SGB199	GCF_003463375.1_ASM346337v1_genomic	s__Bacteroides_uniformis-t__SGB1836
SGB192	GCF_000214475.1_ASM21447v1_genomic	s__Parvimonas_sp_oral_taxon_110-t__SGB6654
SGB193	GCF_900289115.1_PRJEB23930_genomic	s__Janibacter_sp__Marseille-P4121-t__SGB16020
SGB008	GCF_003854505.1_ASM385450v1_genomic	s__Burkholderia_cenocepacia-t__SGB12998
SGB007	SAMN08623837	s__Citrobacter_freundii-t__SGB10082
SGB265	SAMN09736996	s__Bifidobacterium_bifidum-t__SGB17256
SGB009	SAMN09736997	s__Bifidobacterium_adolescentis-t__SGB17244
SGB012	GCF_003458745.1_ASM345874v1_genomic	s__Coprococcus_eutactus-t__SGB5118
SGB011	SAMN04325048	s__Streptococcus_mitis-t__SGB8159
SGB014	GCF_002093515.1_ASM209351v1_genomic	s__Streptococcus_oralis-t__SGB8122
SGB013	GCA_003240765.1_ASM324076v1_genomic	s__Acinetobacter_johnsonii-t__SGB10398
SGB441	GCF_001054195.1_ASM105419v1_genomic	s__Corynebacterium_sp_KPL1860-t__SGB17100
SGB444	SAMN06644708	s__Cutibacterium_avidum-t__SGB16953
SGB442	GCA_003467175.1_ASM346717v1_genomic	s__Dorea_formicigenerans-t__SGB4575
SGB443	SAMN09769777	s__Providencia_rettgeri-t__SGB10005
SGB445	SAMEA3138244	s__Streptococcus_mitis-t__SGB8164
SGB446	GCF_900459445.1_44927_G01_genomic	s__Streptococcus_equinus-t__SGB8022
SGB519	SAMN03018620	s__Aerococcus_christensenii-t__SGB7881
SGB061	C0001D5	s__Prevotella_bivia-t__SGB1557
SGB176	GCF_003467035.1_ASM346703v1_genomic	s__Roseburia_intestinalis-t__SGB4951
SGB455	SAMN07511412	s__Gardnerella_vaginalis-t__SGB17309
SGB175	GCA_000149165.2_ASM14916v1_genomic	s__Bifidobacterium_dentium-t__SGB17234
SGB174	SAMN06173147	s__Staphylococcus_simulans-t__SGB7832
SGB173	SAMN06173145	s__Staphylococcus_simulans-t__SGB25083
SGB137	SAMN04014465	s__Gardnerella_vaginalis-t__SGB17302
SGB172	SAMN05860611	s__Tessaracoccus_sp_ZS01-t__SGB15915
SGB171	SAMN02850965	s__Veillonella_montpellierensis-t__SGB6960
SGB170	GCF_000479025.1_ASM47902v1_genomic	s__Rothia_aeria-t__SGB16987
SGB169	GCF_902374375.1_MGYG-HGUT-01364_genomic	s__Bacteroides_plebeius-t__SGB1899
SGB168	SAMN00116813	s__Streptococcus_mitis-t__SGB8116
SGB589	SAMD00011592	s__Porphyromonas_uenonis-t__SGB1974
SGB590	GCF_000633555.1_ASM63355v1_genomic	s__Serratia_marcescens-t__SGB10250
SGB591	GCF_003434015.1_ASM343401v1_genomic	s__Faecalibacterium_prausnitzii-t__SGB15332
SGB593	GCF_001909445.1_ASM190944v1_genomic	s__Pseudomonas_aeruginosa-t__SGB12319
SGB521	SAMN00138211	s__Lactobacillus_iners-t__SGB7025
SGB594	GCA_000432235.1_MGS36_genomic	s__Eubacterium_rectale-t__SGB4933
SGB595	SAMN01822993	s__Streptococcus_agalactiae-t__SGB8207
SGB015	SAMN03737995	s__Campylobacter_ureolyticus-t__SGB19431
SGB092	SAMN02469329	s__Fusobacterium_nucleatum-t__SGB6014
SGB093	SAMN02469324	s__Fusobacterium_nucleatum-t__SGB6001
SGB182	GCF_003957255.1_ASM395725v1_genomic	s__Actinotignum_sanguinis-t__SGB33732
SGB094	GCF_001663115.1_ASM166311v1_genomic	s__Serratia_plymuthica-t__SGB10254
SGB088	GCF_900077305.1_12045_4_1_genomic	s__Enterobacter_cloacae-t__SGB10139
SGB089	GCF_900078165.1_11983_7_53_genomic	s__Enterobacter_bugandensis-t__SGB10135
SGB090	SAMN09867181	s__Providencia_rettgeri-t__SGB10008
SGB086	GCF_001072925.1	s__Streptococcus_pseudopneumoniae-t__SGB8085
SGB087	GCF_000422085.1_ASM42208v1_genomic	s__Serratia_liquefaciens-t__SGB10256
SGB467	SAMN04446399	s__Gardnerella_vaginalis-t__SGB17307
SGB275	GCA_003955985.1_ASM395598v1_genomic	s__Corynebacterium_amycolatum-t__SGB17036
SGB274	GCF_001064485.1_ASM106448v1_genomic	s__Rothia_dentocariosa-t__SGB16988
SGB279	GCF_001070715.1	s__Streptococcus_pseudopneumoniae-t__SGB8140
SGB278	SAMN02595331	s__Gemella_haemolysans-t__SGB7292
SGB569	SAMEA4434523	s__Mobiluncus_mulieris-t__SGB15486
SGB277	C0103B2	s__Prevotella_melaninogenica-t__SGB1554
SGB276	GCF_000960085.1_ASM96008v1_genomic	s__Streptococcus_infantis-t__SGB8094
SGB273	GCA_900461185.1_48853_B02_genomic	s__Corynebacterium_jeikeium-t__SGB17044
SGB272	SAMN06473658	s__Lactobacillus_johnsonii-t__SGB7041
SGB368	GCF_000424345.1_ASM42434v1_genomic	s__Dorea_longicatena-t__SGB4582
SGB369	SAMN00100747	s__Veillonella_atypica-t__SGB6936
SGB393	SAMN00100749	s__Prevotella_disiens-t__SGB1559
SGB366	GCF_003434125.1_ASM343412v1_genomic	s__Faecalibacterium_prausnitzii-t__SGB15318
SGB367	GCF_000163595.1_ASM16359v1_genomic	s__Serratia_odorifera-t__SGB10248
SGB372	MG_226813_bin_11	new_SGB
SGB282	GCF_002096695.1_ASM209669v1_genomic	s__Streptococcus_oralis-t__SGB8110
SGB522	GCF_000174695.1_ASM17469v1_genomic	s__Corynebacterium_aurimucosum-t__SGB17114
SGB525	MG_224458_bin_16	new_SGB
SGB524	MG_224458_bin_10	new_SGB
SGB600	C0034A2	s__Lactobacillus_jensenii-t__SGB7035
SGB527	SAMN02470963	s__Bacillus_coagulans-t__SGB7729
SGB526	SAMN10610113	s__Facklamia_hominis-t__SGB7882
SGB528	GCF_000011025.1_ASM1102v1_genomic	s__Rothia_mucilaginosa-t__SGB16975
SGB570	SAMEA4412679	s__Mobiluncus_curtisii-t__SGB15487
SGB469	TM7_H1_E1	new_SGB
SGB018	SAMD00008982	s__Prevotella_amnii-t__SGB1558
SGB019	SAMN03455988	s__Citrobacter_braakii-t__SGB10086
SGB021	C0009A1	s__Clostridium_ventriculi-t__SGB6190
SGB022	GCF_003438135.1_ASM343813v1_genomic	s__Bacteroides_plebeius-t__SGB1903
SGB023	GCF_902363645.1_MGYG-HGUT-00138_genomic	s__Parabacteroides_johnsonii-t__SGB1948
SGB024	GCF_001618075.1_ASM161807v1_genomic	s__Neisseria_subflava-t__SGB9450
SGB025	GCF_004355165.1_ASM435516v1_genomic	s__Enterobacter_cloacae-t__SGB23268
SGB016	GCF_004168145.1_ASM416814v1_genomic	s__Alistipes_onderdonkii-t__SGB2303
SGB081	SRR6748212_bin_6	s__GGB4277_SGB5832-t__SGB5832
SGB538	SAMN02934510	s__Citrobacter_freundii-t__SGB10085
SGB537	GCF_001902635.1_ASM190263v1_genomic	s__Serratia_marcescens-t__SGB10252
SGB191	GCF_003253055.1_ASM325305v1_genomic	s__Haemophilus_parainfluenzae-t__SGB9663
SGB190	GCF_902364305.1_MGYG-HGUT-00199_genomic	s__Streptococcus_parasanguinis-t__SGB8076
SGB566	GCF_000686185.1_ASM68618v1_genomic	s__Enterobacter_cloacae-t__SGB23264
SGB298	GCF_901543815.1_42731_G02_genomic	s__Streptococcus_mitis-t__SGB29776
SGB432	MG_220638_bin_2	new_SGB
SGB296	GCF_002018415.1_ASM201841v1_genomic	s__Enterobacter_kobei-t__SGB10133
SGB297	JKR_P2_53_E07_S821_001-bin_2	new_SGB
SGB295	MG_4004001329_bin_7	new_SGB
SGB292	MG_4004001329_bin_2	s__GGB7136_SGB10472-t__SGB10472
SGB293	DZD_CM_37_S805-bin_1	new_SGB
SGB290	GCF_003464005.1_ASM346400v1_genomic	s__Veillonella_parvula-t__SGB6939
SGB291	GCF_001068775.1_ASM106877v1_genomic	s__Streptococcus_pseudopneumoniae-t__SGB8089
SGB454	C0108C3	s__Porphyromonas_uenonis-t__SGB1973
SGB299	GCF_008416365.1_ASM841636v1_genomic	s__Alistipes_shahii-t__SGB2295
SGB450	GCF_000154065.1_ASM15406v1_genomic	s__Dorea_longicatena-t__SGB4581
SGB452	SAMN02597023	s__Fusobacterium_nucleatum-t__SGB6007
SGB451	SAMN02597025	s__Fusobacterium_nucleatum-t__SGB6011
SGB449	GCF_000755725.1_ASM75572v1_genomic	s__Burkholderia_pseudomultivorans-t__SGB12995
SGB448	GCF_900076575.1_12045_5_30_genomic	s__Enterobacter_ludwigii-t__SGB10127
SGB559	SAMN07511399	s__Corynebacterium_tuscaniense-t__SGB17076
SGB313	SAMN07511398	s__Corynebacterium_kroppenstedtii-t__SGB17000
SGB561	GCF_900637975.1_53550_F01_genomic	s__Actinomyces_viscosus-t__SGB33751
SGB556	GCA_003464295.1_ASM346429v1_genomic	s__Ruminococcus_bromii-t__SGB4285
SGB557	GCF_001558935.2_ASM155893v2_genomic	s__Citrobacter_amalonaticus-t__SGB10074
SGB558	GCF_001811895.1_ASM181189v1_genomic	s__Olsenella_sp__SIT9-t__SGB14385
SGB567	GCF_003938725.1_ASM393872v1_genomic	s__Parvimonas_micra-t__SGB6653
SGB179	SAMN05192582	s__Bacteroides_ovatus-t__SGB1872
SGB381	C0079H5	s__Prevotella_timonensis-t__SGB1507
SGB568	GCF_000162875.1_ASM16287v1_genomic	s__Slackia_exigua-t__SGB14784
SGB118	GCF_000195615.1_ASM19561v1_genomic	s__Bacteroides_clarus-t__SGB1832
SGB117	GCF_000233535.1_Olsenella_sp_F0356_V1_genomic	s__Olsenella_sp_oral_taxon_809-t__SGB14384
SGB116	GCF_000186425.1_ASM18642v1_genomic	s__Lautropia_mirabilis-t__SGB13165
SGB115	SAMN02436562	s__Megasphaera_sp_BV3C16_1-t__SGB5848
SGB120	GCF_902374495.1_MGYG-HGUT-01391_genomic	s__Tannerella_sp_6_1_58FAA_CT1-t__SGB1963
SGB119	GCF_900604965.1_PRJEB25876_genomic	s__Gordonibacter_sp__Marseille-P4307-t__SGB14790
SGB126	GCF_000411135.1_Acti_scha_FB123-CNA2_V1_genomic	s__Actinotignum_schaalii-t__SGB17175
SGB509	C0155A2	new_SGB
SGB129	SAMN02436910	s__Gardnerella_vaginalis-t__SGB17308
SGB572	GCF_902374195.1_MGYG-HGUT-01353_genomic	s__Collinsella_aerofaciens-t__SGB14631
SGB510	MG_192558_bin_7	s__Corynebacterium_SGB17077-t__SGB17077
SGB020	C0115B5	s__Gardnerella_vaginalis-t__SGB7097
SGB571	SAMN07245421	s__Ureaplasma_parvum-t__SGB5568
SGB505	GCA_002847965.1_ASM284796v1_genomic	s__Corynebacterium_pyruviciproducens-t__SGB17029
SGB508	GCF_005221285.1_ASM522128v1_genomic	s__Neisseria_meningitidis-t__SGB23368
SGB596	GCF_000773035.1_LS888_genomic	s__Listeria_innocua-t__SGB7533
SGB512	C0173C2	s__Propionimicrobium_lymphophilum-t__SGB15491
SGB357	GCA_000437535.1_MGS629_genomic	s__Prevotella_stercorea-t__SGB1679
SGB355	MG_226813_bin_7	new_SGB
SGB356	MG_226813_bin_3	s__GGB10524_SGB17049-t__SGB17049
SGB354	GCF_008421245.1_ASM842124v1_genomic	s__Alistipes_indistinctus-t__SGB2325
SGB353	GCF_004167925.1_ASM416792v1_genomic	s__Alistipes_finegoldii-t__SGB2301
SGB358	GCF_000468075.1_Serratia_fanticola_AU-P3_3__genomic	s__Serratia_fonticola-t__SGB10260
SGB263	SAMN03198060	s__Streptococcus_mitis-t__SGB29768
SGB262	GCF_002159535.1_ASM215953v1_genomic	s__Olsenella_sp_An290-t__SGB14369
SGB261	JKR_P2_18_B03_S786_001-bin_1	new_SGB
SGB260	SAMN00761793	s__Streptococcus_mitis-t__SGB8193
SGB259	GCF_006715025.1_ASM671502v1_genomic	new_SGB
SGB258	GCF_002159895.1_ASM215989v1_genomic	s__Gordonibacter_urolithinfaciens-t__SGB14808
SGB257	SAMN07511404	s__Finegoldia_magna-t__SGB6686
SGB194	SAMN03197541	s__Alloscardovia_omnicolens-t__SGB17300
SGB256	SAMN03842029	s__Actinomyces_neuii-t__SGB17191
SGB255	SAMN06473683	s__Anaerotruncus_colihominis-t__SGB14963
SGB074	GCF_003468205.1_ASM346820v1_genomic	s__bacterium_OL-1-t__SGB14389
SGB076	GCA_003439165.1_ASM343916v1_genomic	s__Prevotella_copri-t__SGB1626
SGB079	SAMN04634051	s__Enterococcus_casseliflavus-t__SGB7952
SGB080	C0165F4	new_SGB
SGB389	GCF_000164635.1_ASM16463v1_genomic	s__Roseomonas_cervicalis-t__SGB11238
SGB082	SAMN06769904	s__Finegoldia_magna-t__SGB6684
SGB581	GCF_000210055.1_ASM21005v1_genomic	s__Gordonibacter_pamelaeae-t__SGB14807
SGB580	SAMN08365968	s__Eggerthella_lenta-t__SGB14809
SGB583	GCA_000173795.1_ASM17379v1_genomic	s__Catenibacterium_mitsuokai-t__SGB6778
SGB582	SAMN06106875	s__Providencia_rettgeri-t__SGB10006
SGB585	GCF_001074975.1_ASM107497v1_genomic	s__Streptococcus_pseudopneumoniae-t__SGB29772
SGB584	MG_4004001329_bin_79	new_SGB
SGB587	MG_4004001329_bin_75	s__Atopobium_rimae-t__SGB985
SGB586	GCA_000738355.1_Cj30952_genomic	s__Corynebacterium_jeikeium-t__SGB17045
SGB574	GCF_902364885.1_MGYG-HGUT-00257_genomic	s__Collinsella_sp_TM09_10AT-t__SGB14507
SGB426	GCA_900101835	s__Peptococcus_niger-t__SGB4050
SGB427	GCF_900322725.1_C45_genomic	s__Enterobacter_cloacae-t__SGB10129
SGB416	C0104B2	s__Atopobium_vaginae-t__SGB991
SGB424	GCF_002159735.1_ASM215973v1_genomic	s__Olsenella_sp_An270-t__SGB14361
SGB425	GCA_001434465.1_ASM143446v1_genomic	s__Lactobacillus_oris-t__SGB7093
SGB428	SAMN05912821	s__Bacillus_velezensis-t__SGB7785
SGB429	SAMN02471857	s__Fusobacterium_nucleatum-t__SGB6018
SGB419	GCF_003458765.1_ASM345876v1_genomic	s__Roseburia_hominis-t__SGB4936
SGB315	MG_198165_bin_6	new_SGB
SGB314	MG_198165_bin_4	new_SGB
SGB319	GCF_000297495.1_ASM29749v1_genomic	s__Janibacter_hoylei-t__SGB16018
SGB317	SAMN02463709	s__Fusobacterium_gonidiaformans-t__SGB5985
SGB316	GCF_003944235.1_ASM394423v1_genomic	s__Streptococcus_mitis-t__SGB8162
SGB321	GCF_000223335.1_ASM22333v2_genomic	s__Streptococcus_infantis-t__SGB8095
SGB320	SAMN10392927	s__Staphylococcus_pasteuri-t__SGB7855
SGB147	GCF_000301055.1_Fack_igna_CCUG_37419_V1_genomic	s__Facklamia_ignava-t__SGB7810
SGB149	MG_226813_bin_25	new_SGB
SGB150	GCF_000259485.1_HparainfluenzaeHK262v1.0_genomic	s__Haemophilus_parainfluenzae-t__SGB9712
SGB143	SAMN10375220	s__Bacillus_subtilis-t__SGB7789
SGB144	GCA_900184965.1_Mouse_2_MG	s__Akkermansia_muciniphila-t__SGB9225
SGB146	MG_199199_bin_80	s__GGB12279_SGB19099-t__SGB19099
SGB151	GCF_000223315.1_ASM22331v1_genomic	s__Parvimonas_sp_oral_taxon_393-t__SGB6652
SGB152	C0166D5	s__Fenollaria_timonensis-t__SGB6721
SGB588	C0166D4	s__Varibaculum_cambriense-t__SGB15481
SGB045	GCF_000156595.1_ASM15659v1_genomic	s__Corynebacterium_glucuronolyticum-t__SGB17030
SGB047	MG_4005701249_bin_19	s__Prevotella_sp_CAG_386-t__SGB1613
SGB044	SAMN05420409	s__Tessaracoccus_lapidicaptus-t__SGB15914
SGB041	GCF_001293125.1_ASM129312v1_genomic	s__Lawsonella_clevelandensis-t__SGB3664
SGB438	n3_bin_5	new_SGB
SGB394	MG_185475_bin_20	s__Prevotella_colorans-t__SGB1502
SGB439	GCF_000613985.1_ASM61398v1_genomic	s__Prevotella_nanceiensis-t__SGB1536
SGB466	SAMN10249213	s__Providencia_rettgeri-t__SGB31085
SGB437	GCF_001406175.1_13414_6_27_genomic	s__Coprococcus_eutactus-t__SGB5117
SGB465	GCF_002871975.1_ASM287197v1_genomic	s__Actinomyces_graevenitzii-t__SGB17130
SGB463	GCF_001406355.1_13414_6_53_genomic	s__Faecalibacterium_prausnitzii-t__SGB15322
SGB077	C0041D1	s__Fenollaria_massiliensis-t__SGB6716
SGB436	C0041D3	s__Porphyromonas_SGB1989-t__SGB1989
SGB075	MG_4008501299_bin_45	s__GGB1460_SGB2023-t__SGB2023
SGB332	SAMEA4588000	s__Tessaracoccus_timonensis-t__SGB35141
SGB333	C0026D4	new_SGB
SGB223	SAMN02850973	s__Prevotella_buccalis-t__SGB1514
SGB330	GCF_000161995.1_ASM16199v1_genomic	s__Jonquetella_anthropi-t__SGB15495
SGB331	GCF_000308275.2_LM2_genomic	s__Levyella_massiliensis-t__SGB5300
SGB336	SAMN00001476	s__Corynebacterium_lipophiloflavum-t__SGB17055
SGB337	SAMN03854353	s__Megasphaera_sp_MJR8396C-t__SGB5855
SGB334	GCF_002549755.1_ASM254975v1_genomic	s__Faecalibacterium_prausnitzii-t__SGB15342
SGB335	GCF_000705535.1_BukCp6.0_genomic	s__Burkholderia_seminalis-t__SGB13001
SGB324	GCF_002918555.1_ASM291855v1_genomic	s__Citrobacter_amalonaticus-t__SGB23228
SGB325	GCF_003462815.1_ASM346281v1_genomic	s__Paraprevotella_clara-t__SGB1798
SGB477	SAMN00621705	s__Streptococcus_mitis-t__SGB8184
SGB479	GCA_900683765.1_Phascolarctobacterium_succinatutens_82G5_genomic	s__Phascolarctobacterium_faecium-t__SGB5792
SGB480	GCA_000468015.1_ASM46801v1_genomic	s__Ruminococcus_callidus-t__SGB4422
SGB483	GCF_000711965.1_ASM71196v1_genomic	s__Actinomyces_israelii-t__SGB15875
SGB420	SAMN03851013	s__Gardnerella_vaginalis-t__SGB17301
SGB482	SAMN03851017	s__Gemella_haemolysans-t__SGB7285
SGB471	SAMN03851015	s__Gardnerella_vaginalis-t__SGB17306
SGB470	GCA_000425005.1_ASM42500v1_genomic	s__Solobacterium_moorei-t__SGB6826
